City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Yinchuan,CN,38.4681,106.2731,44.56,40,0,7.11,clear sky
347,Barcelos,PT,41.5388,-8.6151,62.28,87,100,5.06,overcast clouds
348,Malatya,TR,38.5,38.0,48.25,54,0,2.3,clear sky
349,Pangnirtung,CA,66.1451,-65.7125,29.59,61,3,5.88,clear sky
350,Bandarbeyla,SO,9.4942,50.8122,77.86,89,77,11.95,broken clouds
351,Ola,RU,59.5833,151.2833,17.85,52,3,10.25,clear sky
352,Victoria,HK,22.2855,114.1577,75.33,79,43,5.99,scattered clouds
353,Oranjestad,AW,12.524,-70.027,85.95,79,75,11.5,broken clouds
354,Henties Bay,NA,-22.116,14.2845,55.85,86,0,10.8,clear sky
355,Pochutla,MX,15.7432,-96.4661,88.83,61,27,6.38,scattered clouds
356,Banjar,ID,-8.19,114.9675,80.46,92,81,5.93,broken clouds
357,Porto Franco,BR,-6.3383,-47.3992,86.14,44,99,4.83,overcast clouds
358,Kushima,JP,31.4583,131.2333,68.04,82,99,7.14,overcast clouds
359,Auki,SB,-8.7676,160.7034,83.16,69,80,1.72,broken clouds
360,Damaturu,NG,11.747,11.9608,77.52,77,93,3.56,light rain
361,Pisco,PE,-13.7,-76.2167,68.05,68,0,24.16,clear sky
362,Pastos Bons,BR,-6.6017,-44.0767,87.03,28,95,3.02,overcast clouds
363,San Felipe,VE,10.3399,-68.7425,80.42,80,64,3.96,broken clouds
364,Teguldet,RU,57.3064,88.1667,32.02,82,15,3.31,few clouds
365,San Patricio,US,28.017,-97.5169,79.21,36,1,14.63,clear sky
366,Shangzhi,CN,45.2167,127.9667,23.2,48,3,9.13,clear sky
367,Alofi,NU,-19.0595,-169.9187,78.12,71,31,12.93,scattered clouds
368,Trinidad,BO,-14.8333,-64.9,73.38,56,100,6.91,light rain
369,Russell,US,32.3502,-85.1999,74.48,50,1,13.8,clear sky
370,Quatre Cocos,MU,-20.2078,57.7625,73.09,72,2,13.71,clear sky
371,Mandal,IN,25.45,74.5667,77.52,32,99,3.98,overcast clouds
372,Shirokiy,RU,49.758,129.523,19.06,75,2,10.2,clear sky
373,Acapulco,MX,16.8634,-99.8901,85.82,79,90,6.91,overcast clouds
374,Arauca,CO,7.0847,-70.7591,81.12,84,50,4.74,scattered clouds
375,Bambanglipuro,ID,-7.95,110.2833,61.61,83,79,2.82,broken clouds
376,Korla,CN,41.7597,86.1469,48.43,35,4,1.81,clear sky
377,Potosi,BO,-19.5836,-65.7531,59.49,6,7,17.05,clear sky
378,Mayumba,GA,-3.432,10.6554,76.6,85,99,6.22,overcast clouds
379,Kijang,KR,35.2442,129.2139,44.33,50,69,10.07,broken clouds
380,Longhua,CN,23.6137,114.1919,63.88,82,94,5.12,overcast clouds
381,Srednekolymsk,RU,67.45,153.6833,4.39,98,89,6.58,overcast clouds
382,Husavik,IS,66.0449,-17.3389,31.91,82,97,2.77,overcast clouds
383,Bobcaygeon,CA,44.5462,-78.542,54.86,88,100,8.95,overcast clouds
384,Ivdel,RU,60.6911,60.4206,40.51,77,63,5.37,broken clouds
385,Saquarema,BR,-22.92,-42.5103,75.22,95,79,6.85,broken clouds
386,Alberton,CA,46.8168,-64.0654,59.13,89,100,12.19,overcast clouds
387,Derzhavinsk,KZ,51.1,66.3167,46.72,56,88,7.2,overcast clouds
388,Dourados,BR,-22.2211,-54.8056,69.89,85,100,3.6,overcast clouds
389,Constantine,DZ,36.365,6.6147,53.01,76,0,2.3,clear sky
390,San Jeronimo,PE,-11.9472,-75.2829,58.8,61,95,6.46,overcast clouds
391,Mehamn,NO,71.0357,27.8492,38.17,95,100,25.72,light rain
392,Chkalovskoye,RU,44.8392,133.0436,29.59,48,88,13.89,overcast clouds
393,Boa Vista,BR,2.8197,-60.6733,94.98,36,20,9.22,few clouds
394,Chuy,UY,-33.6971,-53.4616,50.86,68,34,5.77,scattered clouds
395,Ciudad Bolivar,VE,8.1222,-63.5497,89.71,46,32,3.65,scattered clouds
396,Helong,CN,42.5397,128.9972,24.31,42,0,10.71,clear sky
397,Haines Junction,CA,60.7522,-137.5108,31.95,55,18,2.3,few clouds
398,Debre Tabor,ET,11.85,38.0167,50.32,83,22,1.63,few clouds
399,Tautira,PF,-17.7333,-149.15,86.02,77,53,22.53,light rain
400,Pedasi,PA,7.5333,-80.0333,77.07,89,100,4.79,overcast clouds
401,Valverde Del Camino,ES,37.5751,-6.7543,69.03,44,100,5.01,overcast clouds
402,Karakol,KG,42.4907,78.3936,39.33,39,15,3.78,few clouds
403,Hauterive,FR,46.0901,3.4459,47.16,86,0,2.46,clear sky
404,Talnakh,RU,69.4865,88.3972,29.52,94,100,15.73,light snow
405,Ahipara,NZ,-35.1667,173.1667,61.61,83,100,16.26,moderate rain
406,Siverek,TR,37.755,39.3167,65.01,47,0,5.79,clear sky
407,San Jose,US,37.3394,-121.895,90.3,19,1,4.61,clear sky
408,Myitkyina,MM,25.3833,97.4,74.39,94,95,1.12,overcast clouds
409,Keti Bandar,PK,24.1447,67.4497,80.33,56,0,10.31,clear sky
410,Marsabit,KE,2.3284,37.9899,71.31,51,94,10.85,overcast clouds
411,Amboasary,MG,-25.0333,46.3833,73.24,66,0,10.42,clear sky
412,Fort-Shevchenko,KZ,44.5086,50.263,60.3,33,63,17.13,broken clouds
413,Nsanje,MW,-16.92,35.262,81.64,50,1,2.91,clear sky
414,Bac Lieu,VN,9.285,105.7244,78.19,86,100,4.81,overcast clouds
415,Aberdeen,GB,57.1437,-2.0981,45.21,94,75,8.05,moderate rain
416,Ancud,CL,-41.8697,-73.8203,53.13,84,100,10.2,overcast clouds
417,Baoding,CN,38.8511,115.4903,39.56,60,0,6.58,clear sky
418,Cherskiy,RU,68.75,161.3,-13.2,100,48,4.07,scattered clouds
419,North Bend,US,43.4065,-124.2243,70.92,77,1,3.44,clear sky
420,Tvoroyri,FO,61.5556,-6.8111,42.19,70,96,14.16,overcast clouds
421,Zhigansk,RU,66.7697,123.3711,7.11,98,98,1.74,overcast clouds
422,Seoul,KR,37.5683,126.9778,35.08,51,0,12.66,clear sky
423,Ourem,PT,39.6417,-8.5919,62.6,73,100,1.32,overcast clouds
424,Atar,MR,20.5169,-13.0499,89.69,14,100,8.77,overcast clouds
425,Oia,PT,40.5426,-8.5386,63.12,67,100,4.23,light rain
426,Port Lincoln,AU,-34.7333,135.8667,56.39,73,71,10.09,broken clouds
427,San Rafael,AR,-34.6177,-68.3301,73.58,11,2,16.71,clear sky
428,Saint Anthony,US,45.0205,-93.218,64.42,33,1,3.0,clear sky
429,Saint-Louis,SN,16.3333,-15.0,89.24,14,95,2.98,overcast clouds
430,Clyde River,CA,70.4692,-68.5914,28.63,93,75,14.97,broken clouds
431,Usinsk,RU,65.9939,57.5281,36.43,96,100,18.05,overcast clouds
432,Coihaique,CL,-45.5752,-72.0662,52.41,50,75,13.8,broken clouds
433,Waingapu,ID,-9.6567,120.2641,80.6,80,67,0.69,broken clouds
434,Villa Carlos Paz,AR,-31.4241,-64.4978,69.39,31,0,8.99,clear sky
435,Taunggyi,MM,20.7833,97.0333,62.33,92,100,4.14,overcast clouds
436,Vila Velha,BR,-20.3297,-40.2925,78.75,83,40,18.41,scattered clouds
437,Quixere,BR,-5.0742,-37.9886,80.38,66,39,12.08,scattered clouds
438,Qaqortoq,GL,60.7167,-46.0333,45.1,77,28,2.62,scattered clouds
439,Port Blair,IN,11.6667,92.75,80.08,87,83,14.81,broken clouds
440,Mackay,AU,-21.15,149.2,77.68,68,0,5.75,clear sky
441,Naze,JP,28.3667,129.4833,69.89,76,86,24.58,overcast clouds
442,Sakakah,SA,29.9697,40.2064,80.17,14,0,8.77,clear sky
443,George,ZA,-33.963,22.4617,51.35,76,90,11.5,overcast clouds
444,Caravelas,BR,-17.7125,-39.2481,76.03,80,74,11.95,broken clouds
445,Bokoro,TD,12.3807,17.0568,82.11,61,85,6.87,light rain
446,Sanmenxia,CN,34.7747,111.1814,43.75,73,2,8.52,light rain
447,Kon Tum,VN,14.35,108.0,70.05,99,100,0.43,heavy intensity rain
448,Taltal,CL,-25.4,-70.4833,61.59,68,20,5.97,few clouds
449,Labuan,MY,5.2767,115.2417,77.36,88,40,0.0,scattered clouds
450,Samarai,PG,-10.6167,150.6667,82.4,79,33,11.41,scattered clouds
451,Half Moon Bay,US,37.4636,-122.4286,90.34,28,1,0.0,clear sky
452,Belmonte,BR,-15.8631,-38.8828,79.3,82,65,9.95,broken clouds
453,Jonuta,MX,18.0833,-92.1333,88.65,82,99,6.17,overcast clouds
454,Chifeng,CN,42.2683,118.9636,28.92,29,0,8.46,clear sky
455,Cotonou,BJ,6.3654,2.4183,76.98,94,40,4.61,thunderstorm with light rain
456,Panama City,PA,8.9936,-79.5197,82.38,84,75,3.44,broken clouds
457,Kavieng,PG,-2.5744,150.7967,83.8,70,97,13.44,overcast clouds
458,Petrinja,HR,45.4375,16.29,47.12,93,56,1.57,broken clouds
459,Abong Mbang,CM,3.9833,13.1833,68.05,99,94,2.19,overcast clouds
460,Cajamarca,PE,-7.1638,-78.5003,60.87,72,75,6.91,moderate rain
461,Sorland,NO,67.667,12.6934,41.76,69,78,11.14,broken clouds
462,Kaupanger,NO,61.1845,7.2404,39.09,92,98,3.4,overcast clouds
463,Ouadda,CF,8.0777,22.4007,69.39,95,87,0.69,overcast clouds
464,Nuuk,GL,64.1835,-51.7216,36.21,60,0,9.22,clear sky
465,Portoviejo,EC,-1.05,-80.45,78.21,59,36,11.32,scattered clouds
466,Port-Cartier,CA,50.0334,-66.8654,48.74,92,100,19.17,overcast clouds
467,Laramie,US,41.3114,-105.5911,62.69,26,1,6.91,clear sky
468,Esmeralda,CU,21.8525,-78.1169,81.64,84,20,6.49,few clouds
469,Barbacoas,CO,1.6715,-78.1398,77.4,93,97,2.75,moderate rain
470,Constitucion,CL,-35.3333,-72.4167,55.74,75,78,17.4,broken clouds
471,Tempio Pausania,IT,40.8974,9.1035,55.8,66,58,2.57,broken clouds
472,Moron,AR,-34.6534,-58.6198,68.0,41,1,4.0,clear sky
473,Abu Samrah,SY,35.3029,37.1841,65.95,62,12,11.03,few clouds
474,Vanavara,RU,60.34,102.2797,24.17,96,13,3.33,few clouds
475,Robinson,US,31.4677,-97.1147,74.01,29,1,5.01,clear sky
476,Bentiu,SS,9.2333,29.8333,74.88,84,86,5.01,overcast clouds
477,Shuya,RU,56.8487,41.3883,41.43,90,73,7.94,broken clouds
478,Terra Santa,BR,-2.1042,-56.4869,90.97,35,86,4.54,overcast clouds
479,Cabo Rojo,PR,18.0866,-67.1457,87.91,79,56,1.01,broken clouds
480,Seminole,US,28.7086,-81.2081,90.5,64,1,1.01,clear sky
481,Kalmunai,LK,7.4167,81.8167,80.08,70,99,7.23,light rain
482,Smithers,CA,54.7804,-127.1743,39.52,75,75,3.44,broken clouds
483,Grand-Lahou,CI,5.1367,-5.0242,78.1,88,10,8.03,clear sky
484,Zhaotong,CN,27.3167,103.7167,42.78,92,100,1.92,overcast clouds
485,Amuntai,ID,-2.4177,115.2494,74.52,97,94,1.41,overcast clouds
486,Midland,US,31.9974,-102.0779,72.05,15,1,6.91,clear sky
487,Prescott,US,34.54,-112.4685,73.89,19,1,1.99,clear sky
488,Nizhnyaya Poyma,RU,56.1622,97.1933,28.94,81,9,1.59,clear sky
489,Gizo,SB,-8.103,156.8419,83.53,71,43,5.97,scattered clouds
490,Qingdao,CN,36.0986,120.3719,38.8,75,0,6.71,light rain
491,Kirakira,SB,-10.4544,161.9205,83.48,72,82,3.94,broken clouds
492,Fort Nelson,CA,58.8053,-122.7002,42.39,42,40,0.0,scattered clouds
493,Mezen,RU,65.8522,44.24,36.48,92,67,9.53,broken clouds
494,Wakkanai,JP,45.4094,141.6739,42.12,60,100,28.81,overcast clouds
495,Stettler,CA,52.3168,-112.7186,67.75,32,12,11.5,few clouds
496,Temir,KZ,49.1414,57.13,49.01,40,95,6.53,overcast clouds
497,Kavali,IN,14.9167,79.9833,81.81,76,68,4.7,broken clouds
498,New Glasgow,CA,45.5834,-62.6486,61.03,82,69,5.19,broken clouds
499,Trincomalee,LK,8.5711,81.2335,81.12,75,47,21.03,scattered clouds
500,Mahibadhoo,MV,3.7833,72.9667,81.97,78,99,24.83,light rain
501,Dalvik,IS,65.9702,-18.5286,31.93,86,95,3.47,overcast clouds
502,Green River,US,41.5286,-109.4662,61.14,26,4,1.99,clear sky
503,Keetmanshoop,NA,-26.5833,18.1333,56.32,28,0,7.54,clear sky
504,Warrington,GB,53.3925,-2.5802,55.87,89,0,3.0,clear sky
505,Lakatoro,VU,-16.0999,167.4164,82.47,76,98,6.29,overcast clouds
506,Necochea,AR,-38.5473,-58.7368,57.45,67,1,10.76,clear sky
507,Colares,PT,38.7992,-9.4469,66.79,75,100,1.01,overcast clouds
508,Maria Aurora,PH,15.7967,121.4737,73.72,96,70,1.68,broken clouds
509,Bingol,TR,38.8847,40.4939,56.68,36,0,2.42,clear sky
510,Kidal,ML,18.4411,1.4078,86.32,11,2,9.98,clear sky
511,Georgetown,MY,5.4112,100.3354,80.89,90,20,3.0,few clouds
512,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.23,54,92,5.93,moderate rain
513,Kushmurun,KZ,52.4503,64.6311,44.85,85,22,6.87,few clouds
514,Flin Flon,CA,54.7682,-101.865,57.04,35,20,11.5,few clouds
515,Mount Isa,AU,-20.7333,139.5,64.17,39,0,6.91,clear sky
516,Helena,US,46.5927,-112.0361,71.35,28,1,1.99,clear sky
517,Catalina,US,32.5056,-110.9211,87.66,17,74,1.99,broken clouds
518,Bicske,HU,47.4842,18.644,45.46,68,2,2.75,clear sky
519,Argelia,CO,2.2556,-77.2488,68.43,96,91,3.36,light rain
520,Rantauprapat,ID,2.1,99.8333,73.83,97,100,2.89,overcast clouds
521,Pavilosta,LV,56.8879,21.1859,51.75,75,91,22.19,overcast clouds
522,Coahuayana,MX,18.7333,-103.6833,86.34,68,60,5.5,broken clouds
523,Faya,SA,18.3851,42.4509,64.51,21,33,6.29,scattered clouds
524,Qinzhou,CN,21.95,108.6167,61.18,80,56,18.95,broken clouds
525,Khani,GE,41.9563,42.9566,51.37,75,3,3.65,clear sky
526,Kazachinskoye,RU,57.6953,93.2761,32.2,94,27,2.35,scattered clouds
527,Honiara,SB,-9.4333,159.95,83.32,71,78,2.28,broken clouds
528,Ostersund,SE,63.1792,14.6357,34.61,86,20,20.71,few clouds
529,Mapiripan,CO,2.8892,-72.1256,74.91,93,100,7.58,moderate rain
530,Jumla,NP,29.2747,82.1838,52.83,55,5,5.48,clear sky
531,Birpur,IN,26.5167,87.0167,78.31,72,100,7.29,overcast clouds
532,Jimo,CN,36.3897,120.4622,38.98,75,0,6.71,light rain
533,Bay Roberts,CA,47.5999,-53.2648,46.33,91,100,5.01,overcast clouds
534,Ishigaki,JP,24.3448,124.1572,73.53,88,75,21.85,broken clouds
535,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,48,0,13.42,clear sky
536,Mount Gambier,AU,-37.8333,140.7667,48.11,100,90,5.75,overcast clouds
537,Warwick,US,41.7001,-71.4162,72.86,87,75,17.27,broken clouds
538,Gamba,GA,-2.65,10.0,75.97,87,99,5.53,overcast clouds
539,Masvingo,ZW,-20.0637,30.8277,76.69,25,0,10.8,clear sky
540,Jishou,CN,28.3167,109.7167,53.42,90,100,3.67,overcast clouds
541,Pachino,IT,36.7186,15.0907,60.84,73,92,10.74,overcast clouds
542,Hamilton,US,39.1834,-84.5333,60.85,51,20,4.0,few clouds
543,Kyzyl-Suu,KG,42.3414,78.0056,41.61,41,15,7.83,few clouds
544,Belmopan,BZ,17.25,-88.7667,91.78,52,22,7.38,few clouds
545,Borogontsy,RU,62.6683,131.1683,11.79,97,92,0.51,overcast clouds
546,Rusape,ZW,-18.5278,32.1284,68.16,39,80,4.59,broken clouds
547,Belyy Yar,RU,53.6039,91.3903,22.89,93,9,4.47,smoke
548,Pasco,US,28.292,-82.4165,89.44,63,13,4.0,few clouds
549,Westport,US,41.1415,-73.3579,73.45,72,1,1.99,clear sky
550,Kawalu,ID,-7.3817,108.2082,73.44,95,100,1.43,light rain
551,Aswan,EG,24.0934,32.907,88.9,16,0,16.11,clear sky
552,Lata,PT,40.1629,-8.3327,63.01,86,100,1.92,overcast clouds
553,Chipiona,ES,36.7366,-6.437,68.31,88,0,2.3,clear sky
554,Rozkishne,UA,48.5074,39.3004,51.1,59,100,3.74,overcast clouds
555,Iroquois Falls,CA,48.7669,-80.6831,51.94,74,100,9.48,overcast clouds
556,Batticaloa,LK,7.7102,81.6924,81.46,66,100,1.81,overcast clouds
557,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,95,100,14.7,overcast clouds
558,Kargasok,RU,59.0556,80.8572,36.05,91,3,6.22,clear sky
559,Okhotsk,RU,59.3833,143.3,15.64,72,10,9.24,clear sky
560,Lugus,PH,5.7036,120.8203,82.63,78,63,6.98,broken clouds
561,Palora,EC,-1.7,-77.9333,80.58,76,65,2.8,light rain
562,Vestmanna,FO,62.1564,-7.1664,40.12,81,90,1.14,overcast clouds
563,Cacoal,BR,-11.4386,-61.4472,71.98,97,100,8.84,heavy intensity rain
564,Guanare,VE,9.0418,-69.7421,89.62,58,97,3.44,overcast clouds
565,Yeppoon,AU,-23.1333,150.7333,69.58,50,0,4.56,clear sky
566,Dubrovka,RU,53.6907,33.5071,37.38,95,10,7.85,clear sky
567,Rapid Valley,US,44.0625,-103.1463,68.65,31,1,10.36,clear sky
568,Ngunguru,NZ,-35.6167,174.5,63.16,77,100,19.17,overcast clouds
569,Popondetta,PG,-8.7537,148.2534,77.22,89,100,1.81,overcast clouds
570,Tongliao,CN,43.6125,122.2653,25.9,36,5,8.12,clear sky
571,High Rock,BS,26.6208,-78.2833,82.42,66,14,10.76,few clouds
572,Bubaque,GW,11.2833,-15.8333,82.89,74,19,9.37,few clouds
573,Berlevag,NO,70.8578,29.0864,38.97,98,100,28.68,light rain
574,Sumbe,AO,-11.2061,13.8437,73.13,82,24,6.13,few clouds
575,Dire,ML,12.2833,-10.9667,78.64,65,60,2.89,broken clouds
576,Deer Lake,CA,49.1667,-57.4316,49.86,76,40,4.61,scattered clouds
577,Nelson Bay,AU,-32.7167,152.15,64.76,60,0,3.0,clear sky
578,Leshukonskoye,RU,64.8989,45.7622,39.13,85,100,8.9,overcast clouds
579,Elbistan,TR,38.2059,37.1983,55.54,63,0,3.58,clear sky
580,Ketchikan,US,55.3422,-131.6461,45.07,70,75,0.0,broken clouds
581,Krivosheino,RU,57.3431,83.9261,35.42,92,0,2.44,clear sky
582,Baran,IN,25.1,76.5167,76.32,67,69,5.41,broken clouds
583,Luba,GQ,3.4568,8.5547,79.14,82,100,5.55,overcast clouds
584,Harper,LR,4.375,-7.7169,78.1,87,45,6.35,scattered clouds
585,Hami,CN,42.8,93.45,48.49,27,3,7.38,clear sky
586,Tuy Hoa,VN,13.0833,109.3,75.76,90,100,6.2,very heavy rain
587,Cabedelo,BR,-6.9811,-34.8339,75.87,81,49,16.49,scattered clouds
588,Te Anau,NZ,-45.4167,167.7167,50.45,96,99,5.12,light rain
589,Manggar,ID,-2.8833,108.2667,80.67,83,100,4.85,heavy intensity rain
590,Soe,ID,-9.8607,124.284,69.58,80,13,2.39,few clouds
591,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,94,100,22.12,overcast clouds
592,Sioux Lookout,CA,50.1001,-91.917,53.98,54,40,12.66,scattered clouds
593,Singkang,MY,2.1006,102.7994,76.89,92,100,1.36,overcast clouds
594,Lamar,US,33.6668,-95.5836,71.64,29,1,9.22,clear sky
595,Kutum,SD,14.2,24.6667,78.28,21,3,6.53,clear sky
596,Kukushtan,RU,57.6464,56.4952,44.22,61,100,10.04,overcast clouds
597,Kotka,FI,60.4664,26.9458,40.32,71,65,21.9,broken clouds
598,Sinjai,ID,-5.1241,120.253,77.2,83,28,2.86,scattered clouds
599,San Buenaventura,MX,27.0833,-101.5333,72.52,40,40,9.22,"sand,dust whirls"
600,Mizque,BO,-17.941,-65.3402,68.32,65,98,10.31,overcast clouds
601,Kalangala,UG,-0.3089,32.225,67.35,79,100,9.35,light rain
602,Amiens,FR,49.9,2.3,51.46,74,100,5.3,overcast clouds
603,Asau,RO,46.4333,26.4,50.76,84,100,4.18,light rain
604,Powell River,CA,49.8496,-124.5361,56.08,100,90,11.5,mist
605,Isa Khel,AF,36.6702,68.8443,54.95,21,37,2.59,scattered clouds
606,Kusatsu,JP,35.0167,135.9667,58.55,85,100,10.89,overcast clouds
607,Yerbogachen,RU,61.2767,108.0108,21.42,88,24,7.18,few clouds
608,Guarapari,BR,-20.6667,-40.4975,78.69,93,90,16.49,overcast clouds
609,Karaj,IR,35.8355,51.0103,62.38,25,0,6.91,clear sky
610,Portland,US,45.5234,-122.6762,70.5,64,40,1.99,scattered clouds
611,Santa Rosa,PH,14.3122,121.1114,80.58,90,99,4.32,overcast clouds
612,Mishawaka,US,41.662,-86.1586,58.01,58,90,3.0,overcast clouds
613,Palmer,US,42.1584,-72.3287,72.5,68,27,8.01,scattered clouds
614,Karratha,AU,-20.7377,116.8463,70.65,67,49,10.27,scattered clouds
615,Bayangol,RU,50.6977,103.4656,18.77,78,15,3.4,few clouds
616,Tebingtinggi,ID,3.3285,99.1625,77.05,94,98,3.53,overcast clouds
617,Kitimat,CA,54.0524,-128.6534,46.9,38,100,1.48,overcast clouds
618,Limon,CR,10.0,-83.0333,82.29,83,75,6.91,broken clouds
619,Saint-Leu,RE,-21.15,55.2833,72.43,88,11,2.17,few clouds
620,Yarkovo,RU,57.4028,67.0786,42.13,83,81,5.86,broken clouds
621,Sanming,CN,26.2486,117.6186,63.57,91,100,4.14,overcast clouds
622,Gornopravdinsk,RU,60.05,69.9,44.31,90,100,5.97,overcast clouds
623,Stepnyak,KZ,52.8339,70.7803,42.35,59,100,7.58,overcast clouds
624,Spokane,US,47.6166,-117.3677,71.06,29,1,4.0,clear sky
625,Havelock,US,34.8791,-76.9013,83.98,80,1,8.99,clear sky
626,Qinhuangdao,CN,39.9317,119.5883,38.39,31,0,7.18,clear sky
627,Polunochnoye,RU,60.8697,60.4153,39.63,75,71,5.55,broken clouds
628,Sawakin,SD,19.1059,37.3321,83.48,69,8,8.3,clear sky
629,Ichnya,UA,50.8626,32.3942,42.96,90,42,3.94,scattered clouds
630,Hastings,GB,50.8552,0.5729,58.8,85,87,10.71,overcast clouds
631,Mawlaik,MM,23.6333,94.4167,72.9,99,99,1.03,overcast clouds
632,Hovd,MN,48.0056,91.6419,30.34,53,0,1.68,clear sky
633,Mbandaka,CD,0.0487,18.2603,71.67,96,64,3.38,light rain
634,Ouegoa,NC,-20.35,164.4333,80.65,71,62,8.72,broken clouds
635,Dalby,AU,-27.1833,151.2667,54.3,41,0,5.41,clear sky
636,Charters Towers,AU,-20.1,146.2667,75.63,33,8,3.11,clear sky
637,Itarema,BR,-2.9248,-39.9167,80.02,79,90,16.28,overcast clouds
638,Novaya Malykla,RU,54.2,49.95,41.43,66,79,7.27,broken clouds
639,Dong Hoi,VN,17.4833,106.6,74.44,94,100,29.35,overcast clouds
640,Dhidhdhoo,MV,6.8833,73.1,81.95,75,100,23.22,overcast clouds
641,Pozo Colorado,PY,-23.4923,-58.7972,70.9,66,99,7.43,overcast clouds
642,Kamenka,RU,51.3223,42.7678,47.52,61,100,1.83,light rain
643,Obregon,NI,11.9566,-85.9636,89.87,85,100,3.15,overcast clouds
644,Sidi Ali,DZ,36.0998,0.4206,65.68,51,67,2.04,broken clouds
645,Port Keats,AU,-14.25,129.55,83.77,73,82,5.73,broken clouds
646,Mweka,CD,-4.85,21.5667,69.64,84,40,0.87,scattered clouds
647,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,10.36,scattered clouds
648,Mecca,SA,21.4267,39.8261,84.11,37,0,4.21,clear sky
649,Sosnogorsk,RU,63.6023,53.8817,41.29,90,100,10.54,overcast clouds
650,Subkhankulovo,RU,54.5574,53.8115,38.3,61,49,5.7,scattered clouds
651,Shache,CN,38.4167,77.2406,48.25,16,0,1.32,clear sky
652,Miyang,CN,24.4042,103.4428,52.84,94,100,2.57,overcast clouds
653,Ilhabela,BR,-23.7781,-45.3581,70.34,94,100,8.14,overcast clouds
654,Vary,UA,48.1221,22.7128,42.94,74,32,5.19,scattered clouds
655,Salym,RU,60.0625,71.4789,41.76,86,100,6.17,overcast clouds
656,Sar-E Pul,AF,35.8333,66.1667,42.57,29,100,0.76,overcast clouds
657,Dalbandin,PK,28.8947,64.4101,62.44,14,0,6.08,clear sky
658,Birobidzhan,RU,48.8,132.95,24.13,65,36,9.89,scattered clouds
659,Noumea,NC,-22.2763,166.4572,82.38,99,34,5.66,scattered clouds
660,Mattru,SL,7.6244,-11.8332,74.08,96,92,2.48,light rain
661,Qitaihe,CN,45.8,130.85,23.83,47,0,13.8,clear sky
662,Sur,OM,22.5667,59.5289,79.29,65,0,2.19,clear sky
663,Manaure,CO,11.7751,-72.4445,84.87,76,99,11.07,overcast clouds
664,Beidao,CN,34.5686,105.8933,44.56,81,66,2.59,broken clouds
665,Surt,LY,31.2089,16.5887,70.5,58,99,5.73,overcast clouds
666,Riyadh,SA,24.6877,46.7219,80.74,18,0,4.43,clear sky
667,Cap Malheureux,MU,-19.9842,57.6142,73.47,80,5,7.0,clear sky
668,Tatarskaya Pishlya,RU,54.0608,44.8998,45.79,60,100,11.81,overcast clouds
669,Okato,NZ,-39.2,173.8833,58.42,89,100,22.5,light rain
670,Schmalkalden,DE,50.7167,10.45,43.9,90,32,1.92,scattered clouds
671,Qasigiannguit,GL,68.8193,-51.1922,25.05,70,0,6.6,clear sky
672,Sambava,MG,-14.2667,50.1667,70.36,81,51,9.57,light rain
673,Kuvandyk,RU,51.4781,57.3552,46.45,69,77,4.12,broken clouds
674,Kashi,CN,39.4547,75.9797,52.81,22,0,8.95,clear sky
675,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,71.19,53,95,3.69,overcast clouds
676,Wawa,NG,9.9022,4.4192,79.27,55,1,2.93,clear sky
677,Seredka,RU,58.1584,28.1858,44.35,86,60,14.72,broken clouds
678,Batemans Bay,AU,-35.7167,150.1833,55.9,54,2,2.55,clear sky
679,Llanes,ES,43.4198,-4.7549,59.27,73,100,2.13,light rain
680,Svetlogorsk,BY,52.6333,29.7333,39.94,90,77,6.76,broken clouds
681,Sheboygan,US,43.7333,-87.9334,58.96,45,75,8.01,broken clouds
682,Hohhot,CN,40.8106,111.6522,21.49,63,0,2.24,clear sky
683,Pangkalanbuun,ID,-2.6833,111.6167,75.31,97,94,1.39,light rain
684,Elat,IL,29.5581,34.9482,80.44,47,0,16.11,clear sky
685,Nushki,PK,29.5542,66.0215,55.83,15,0,0.76,clear sky
686,Dawei,MM,14.0833,98.2,74.37,98,100,2.8,light rain
687,Viedma,AR,-40.8135,-62.9967,60.17,31,20,9.93,few clouds
688,Tarakan,ID,3.3,117.6333,74.7,94,75,4.61,broken clouds
689,Oistins,BB,13.0667,-59.5333,84.29,79,20,8.05,few clouds
690,Monze,ZM,-16.2833,27.4833,77.77,24,0,4.12,clear sky
691,Bulgan,MN,48.8125,103.5347,29.57,40,2,2.59,clear sky
692,Santana Do Livramento,BR,-30.8908,-55.5328,54.81,78,16,7.25,few clouds
693,Benjamin Constant,BR,-4.3831,-70.0311,84.33,79,40,4.61,scattered clouds
694,Irbil,IQ,36.1926,44.0106,73.22,28,0,5.75,clear sky
695,Kakonko,TZ,-3.2828,30.9642,66.09,83,38,2.48,scattered clouds
696,Mahon,ES,39.8885,4.2658,63.16,77,0,3.44,clear sky
